三明市清流县公安局	福建省三明市清流县
湛江市坡头区公安局	广东省湛江市坡头区
湛江市麻章区公安局	广东省湛江市麻章区
湛江市遂溪县公安局	广东省湛江市遂溪县
湛江市徐闻县公安局	广东省湛江市徐闻县
湛江市赤坎区公安局	广东省湛江市赤坎区
湛江市廉江市公安局	广东省湛江市廉江市
湛江市吴川市公安局	广东省湛江市吴川市
湛江市霞山区公安局	广东省湛江市霞山区
广州市海珠区公安局	广东省广州市海珠区
广州市越秀区公安局	广东省广州市越秀区
广州市天河区公安局	广东省广州市天河区
广州市荔湾区公安局	广东省广州市荔湾区
广州市黄埔区公安局	广东省广州市黄埔区
广州市增城区公安局	广东省广州市增城区
广州市白云区公安局	广东省广州市白云区
广州市番禺区公安局	广东省广州市番禺区
广州市花都区公安局	广东省广州市花都区
广州市南沙区公安局	广东省广州市南沙区
广州市从化区公安局	广东省广州市从化区
汕头市潮阳区公安局	广东省汕头市潮阳区
汕头市澄海区公安局	广东省汕头市澄海区
汕头市濠江区公安局	广东省汕头市濠江区
汕头市南澳县公安局	广东省汕头市南澳县
汕头市潮南区公安局	广东省汕头市潮南区
潮州市饶平县公安局	广东省潮州市饶平县
潮州市湘桥区公安局	广东省潮州市湘桥区
潮州市潮安区公安局	广东省潮州市潮安区
茂名市高州市公安局	广东省茂名市高州市
茂名市化州市公安局	广东省茂名市化州市
茂名市信宜市公安局	广东省茂名市信宜市
茂名市电白区公安局	广东省茂名市电白区
茂名市茂南区公安局	广东省茂名市茂南区
汕尾市城区公安局	广东省汕尾市城区
汕尾市陆河县公安局	广东省汕尾市陆河县
汕尾市海丰县公安局	广东省汕尾市海丰县
汕尾市陆丰市公安局	广东省汕尾市陆丰市
阳江市江城区公安局	广东省阳江市江城区
阳江市阳春市公安局	广东省阳江市阳春市
阳江市阳西县公安局	广东省阳江市阳西县
阳江市阳东区公安局	广东省阳江市阳东区
深圳市南山区公安局	广东省深圳市南山区
深圳市龙岗区公安局	广东省深圳市龙岗区
深圳市坪山区公安局	广东省深圳市坪山区
深圳市盐田区公安局	广东省深圳市盐田区
深圳市龙华区公安局	广东省深圳市龙华区
深圳市宝安区公安局	广东省深圳市宝安区
东莞市东莞市公安局	广东省东莞市东莞市
克拉玛依市乌尔禾区公安局	新疆维吾尔自治区克拉玛依市乌尔禾区
克拉玛依市独山子区公安局	新疆维吾尔自治区克拉玛依市独山子区
克拉玛依市白碱滩区公安局	新疆维吾尔自治区克拉玛依市白碱滩区
克拉玛依市克拉玛依区公安局	新疆维吾尔自治区克拉玛依市克拉玛依区
伊犁哈萨克自治州伊宁县公安局	新疆维吾尔自治区伊犁哈萨克自治州伊宁县
伊犁哈萨克自治州霍城县公安局	新疆维吾尔自治区伊犁哈萨克自治州霍城县
伊犁哈萨克自治州新源县公安局	新疆维吾尔自治区伊犁哈萨克自治州新源县
伊犁哈萨克自治州巩留县公安局	新疆维吾尔自治区伊犁哈萨克自治州巩留县
伊犁哈萨克自治州昭苏县公安局	新疆维吾尔自治区伊犁哈萨克自治州昭苏县
伊犁哈萨克自治州察布查尔锡伯自治县公安局	新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县
伊犁哈萨克自治州奎屯市公安局	新疆维吾尔自治区伊犁哈萨克自治州奎屯市
伊犁哈萨克自治州特克斯县公安局	新疆维吾尔自治区伊犁哈萨克自治州特克斯县
伊犁哈萨克自治州霍尔果斯市公安局	新疆维吾尔自治区伊犁哈萨克自治州霍尔果斯市
伊犁哈萨克自治州伊宁市公安局	新疆维吾尔自治区伊犁哈萨克自治州伊宁市
伊犁哈萨克自治州尼勒克县公安局	新疆维吾尔自治区伊犁哈萨克自治州尼勒克县
巴音郭楞蒙古自治州库尔勒市公安局	新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市
巴音郭楞蒙古自治州库尔勒经济技术开发区公安局	新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒经济技术开发区
巴音郭楞蒙古自治州博湖县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州博湖县
巴音郭楞蒙古自治州尉犁县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州尉犁县
巴音郭楞蒙古自治州且末县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州且末县
巴音郭楞蒙古自治州若羌县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州若羌县
巴音郭楞蒙古自治州焉耆回族自治县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县
巴音郭楞蒙古自治州和硕县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州和硕县
巴音郭楞蒙古自治州和静县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州和静县
巴音郭楞蒙古自治州轮台县公安局	新疆维吾尔自治区巴音郭楞蒙古自治州轮台县
塔城地区乌苏市公安局	新疆维吾尔自治区塔城地区乌苏市
喀什地区疏勒县公安局	新疆维吾尔自治区喀什地区疏勒县
喀什地区泽普县公安局	新疆维吾尔自治区喀什地区泽普县
喀什地区塔什库尔干塔吉克自治县公安局	新疆维吾尔自治区喀什地区塔什库尔干塔吉克自治县
喀什地区麦盖提县公安局	新疆维吾尔自治区喀什地区麦盖提县
喀什地区巴楚县公安局	新疆维吾尔自治区喀什地区巴楚县
揭阳市普宁市公安局	广东省揭阳市普宁市
揭阳市揭西县公安局	广东省揭阳市揭西县
揭阳市惠来县公安局	广东省揭阳市惠来县
揭阳市榕城区公安局	广东省揭阳市榕城区
揭阳市揭东区公安局	广东省揭阳市揭东区
梅州市梅县区公安局	广东省梅州市梅县区
梅州市蕉岭县公安局	广东省梅州市蕉岭县
梅州市兴宁市公安局	广东省梅州市兴宁市
梅州市丰顺县公安局	广东省梅州市丰顺县
梅州市大埔县公安局	广东省梅州市大埔县
梅州市梅江区公安局	广东省梅州市梅江区
梅州市五华县公安局	广东省梅州市五华县
梅州市平远县公安局	广东省梅州市平远县
深圳市福田区公安局	广东省深圳市福田区
深圳市罗湖区公安局	广东省深圳市罗湖区
韶关市仁化县公安局	广东省韶关市仁化县
韶关市南雄市公安局	广东省韶关市南雄市
韶关市浈江区公安局	广东省韶关市浈江区
韶关市始兴县公安局	广东省韶关市始兴县
韶关市武江区公安局	广东省韶关市武江区
韶关市翁源县公安局	广东省韶关市翁源县
韶关市乐昌市公安局	广东省韶关市乐昌市
韶关市新丰县公安局	广东省韶关市新丰县
韶关市乳源瑶族自治县公安局	广东省韶关市乳源瑶族自治县
韶关市曲江区公安局	广东省韶关市曲江区
云浮市云城区公安局	广东省云浮市云城区
云浮市罗定市公安局	广东省云浮市罗定市
云浮市新兴县公安局	广东省云浮市新兴县
云浮市云安区公安局	广东省云浮市云安区
云浮市郁南县公安局	广东省云浮市郁南县
佛山市顺德区公安局	广东省佛山市顺德区
佛山市高明区公安局	广东省佛山市高明区
佛山市禅城区公安局	广东省佛山市禅城区
佛山市三水区公安局	广东省佛山市三水区
佛山市南海区公安局	广东省佛山市南海区
中山市中山市公安局	广东省中山市中山市
荆门市京山县公安局	湖北省荆门市京山县
曲靖市会泽县公安局	云南省曲靖市会泽县
曲靖市陆良县公安局	云南省曲靖市陆良县
曲靖市马龙县公安局	云南省曲靖市马龙县
昭通市水富县公安局	云南省昭通市水富县
怒江傈僳族自治州泸水市公安局	云南省怒江傈僳族自治州泸水市
怒江傈僳族自治州福贡县公安局	云南省怒江傈僳族自治州福贡县
怒江傈僳族自治州贡山独龙族怒族自治县公安局	云南省怒江傈僳族自治州贡山独龙族怒族自治县
怒江傈僳族自治州兰坪白族普米族自治县公安局	云南省怒江傈僳族自治州兰坪白族普米族自治县
福州市长乐市公安局	福建省福州市长乐市
兰州市榆中县公安局	甘肃省兰州市榆中县
兰州市兰州新区公安局	甘肃省兰州市兰州新区
兰州市西固区公安局	甘肃省兰州市西固区
兰州市皋兰县公安局	甘肃省兰州市皋兰县
兰州市红古区公安局	甘肃省兰州市红古区
兰州市永登县公安局	甘肃省兰州市永登县
兰州市七里河区公安局	甘肃省兰州市七里河区
兰州市城关区公安局	甘肃省兰州市城关区
兰州市安宁区公安局	甘肃省兰州市安宁区
白银市靖远县公安局	甘肃省白银市靖远县
白银市景泰县公安局	甘肃省白银市景泰县
白银市白银区公安局	甘肃省白银市白银区
白银市会宁县公安局	甘肃省白银市会宁县
白银市平川区公安局	甘肃省白银市平川区
嘉峪关市市辖区公安局	甘肃省嘉峪关市嘉峪关市镜铁区
定西市安定区公安局	甘肃省定西市安定区
定西市陇西县公安局	甘肃省定西市陇西县
定西市漳县公安局	甘肃省定西市漳县
定西市渭源县公安局	甘肃省定西市渭源县
定西市通渭县公安局	甘肃省定西市通渭县
张掖市民乐县公安局	甘肃省张掖市民乐县
张掖市甘州区公安局	甘肃省张掖市甘州区
张掖市肃南裕固族自治县公安局	甘肃省张掖市肃南裕固族自治县
张掖市临泽县公安局	甘肃省张掖市临泽县
张掖市山丹县公安局	甘肃省张掖市山丹县
张掖市高台县公安局	甘肃省张掖市高台县
平凉市平凉工业园区公安局	甘肃省平凉市平凉工业园区
平凉市华亭县公安局	甘肃省平凉市华亭县
临夏回族自治州积石山保安族东乡族撒拉族自治县公安局	甘肃省临夏回族自治州积石山保安族东乡族撒拉族自治县
临夏回族自治州临夏县公安局	甘肃省临夏回族自治州临夏县
临夏回族自治州临夏市公安局	甘肃省临夏回族自治州临夏市
临夏回族自治州东乡族自治县公安局	甘肃省临夏回族自治州东乡族自治县
临夏回族自治州康乐县公安局	甘肃省临夏回族自治州康乐县
临夏回族自治州广河县公安局	甘肃省临夏回族自治州广河县
临夏回族自治州和政县公安局	甘肃省临夏回族自治州和政县
临夏回族自治州永靖县公安局	甘肃省临夏回族自治州永靖县
唐山市滦县公安局	河北省唐山市滦县
咸阳市彬县公安局	陕西省咸阳市彬县
拉萨市达孜县公安局	西藏自治区拉萨市达孜县
那曲地区比如县公安局	西藏自治区那曲地区比如县
那曲地区嘉黎县公安局	西藏自治区那曲地区嘉黎县
那曲地区索县公安局	西藏自治区那曲地区索县
那曲地区班戈县公安局	西藏自治区那曲地区班戈县
那曲地区申扎县公安局	西藏自治区那曲地区申扎县
那曲地区那曲县公安局	西藏自治区那曲地区那曲县
那曲地区尼玛县公安局	西藏自治区那曲地区尼玛县
那曲地区安多县公安局	西藏自治区那曲地区安多县
那曲地区双湖县公安局	西藏自治区那曲地区双湖县
那曲地区聂荣县公安局	西藏自治区那曲地区聂荣县
那曲地区巴青县公安局	西藏自治区那曲地区巴青县
大兴安岭地区漠河县公安局	黑龙江省大兴安岭地区漠河县
大兴安岭地区松岭区公安局	黑龙江省大兴安岭地区松岭区
